question,response_time_sec,session_id
"['SESSION', 'STARTED', 'AT', '11:11', 'AM', 'Hi', 'Karina', ',', 'welcome', 'to', 'Yup', '!', 'I', '’m', 'Mr.', 'Mahato', 'and', 'I', '’ll', 'be', 'your', 'tutor', 'for', 'this', 'session', '.', '', ':)', 'HEADS', 'UP', '!', 'OUT', 'OF', 'MINUTES', 'IN', '5', 'MINS', '.', 'Can', 'you', 'please', 'give', 'me', 'a', 'few', 'minutes', 'to', 'go', 'over', 'the', 'problem', '?']",13,320714
"['Oh', '!', 'Do', ""n't"", 'worry', '!', 'Do', 'you', 'have', 'any', 'idea', 'or', 'guess', 'what', 'should', 'we', 'do', 'to', 'get', 'started', 'with', 'the', 'problem', '?']",23,320714
"['Did', 'you', 'mean', 'side', 'ways', 'parabola', '?']",12,320714
"['Which', 'question', 'do', 'you', 'need', 'help', 'with', '?']",5,320744
"['Okay', ',', 'can', 'you', 'tell', 'me', 'more', 'about', 'how', 'much', 'progress', 'you', '’ve', 'made', '?']",26,320744
"['No', 'worries', '!', 'This', 'is', 'an', 'interesting', 'problem', '!', 'In', 'no', 'time', ',', 'you', ""'ll"", 'be', 'able', 'to', 'solve', 'problems', 'like', 'these', 'all', 'by', 'yourself', '.', 'Are', 'you', 'ready', '?']",7,320744
"['Let', 'me', 'know', ',', 'please', ',', 'are', 'you', 'working', 'on', 'a', 'test', 'or', 'a', 'graded', 'quiz', 'now', '?']",20,320995
"['Sure', 'thing', '!', 'Which', 'of', 'these', 'problems', 'would', 'you', 'like', 'to', 'work', 'on', '?']",24,320995
"['Alright', '!', 'Let', ""'s"", 'do', 'it', '!', 'So', ',', 'for', 'the', 'first', 'one', ',', 'first', 'of', 'all', ',', 'we', 'should', 'att', 'the', 'forces', 'by', 'components', '.', 'What', 'would', 'be', 'the', 'sum', 'in', '""', 'i', '""', 'direction', '?']",80,320995
"['Hi', 'Landen', 'chustz', ',', 'welcome', 'to', 'Yup', '!', 'I', 'am', 'Mr.', 'Alexander', 'and', 'I', 'will', 'be', 'your', 'instructor', 'for', 'this', 'session', '.', 'Which', 'problem', 'do', 'you', 'need', 'help', 'with', 'first', '?']",1,321034
"['I', '’ll', 'need', 'another', 'moment', 'to', 'finish', 'looking', 'over', 'your', 'problem', 'and', 'then', 'we', '’ll', 'get', 'started', '.', 'Thanks', 'for', 'your', 'patience', '!', 'This', 'is', 'a', 'really', 'cool', 'problem', '!', 'I', 'am', 'excited', 'for', 'us', 'to', 'work', 'on', 'it', 'together', '.', 'Are', 'you', 'ready', '?']",40,321034
"['Is', 'this', 'new', 'material', 'or', 'did', 'you', 'cover', 'this', 'in', 'your', 'class', '?']",24,321034
"['I', 'just', 'reviewed', 'your', 'problem', '.', 'Can', 'you', 'tell', 'me', 'more', 'about', 'how', 'much', 'progress', 'you', ""'ve"", 'made', '?']",30,321068
"['Awesome', '!', 'You', 'are', 'on', 'the', 'right', 'track', '.', 'Let', ""'s"", 'use', 'that', 'idea', 'to', 'partition', 'our', 'figure', 'into', 'half', '-', 'circle', ',', 'rectangle', 'and', 'triangle', '.', 'Would', 'you', 'mind', 'trying', 'that', 'step', 'and', 'share', 'an', 'image', '?']",32,321068
"['What', 'would', 'be', 'the', 'radius', 'of', 'given', 'half', '-', 'circle', 'of', 'the', 'figure', '?', '<url>']",32,321068
"['How', 'far', 'where', 'you', 'able', 'to', 'work', 'on', 'this', '?']",12,321140
"['That', 'is', 'a', 'good', 'start', 'Is', 'that', 'all', '?']",39,321140
"['What', 'will', 'be', 'the', 'resulting', 'expression', '?', 'That', 'is', ',', 'if', 'you', 'write', 'all', 'of', 'them', 'together', '.']",80,321140
"['1', 'to', '6', '?']",8,321231
"['Okay', '.', 'What', 'have', 'you', 'tried', 'on', 'the', 'first', 'problem', '?']",20,321231
"['What', 'ordered', 'pair', 'represent', 'the', 'distance', 'Navi', 'drove', 'in', '1', 'hour', '.', 'Which', 'axis', 'represent', 'time', 'here', '?']",60,321231
"['Well', '…', '.', 'while', 'we', 'wait', ',', 'here', '’s', 'a', 'tip', 'to', 'make', 'your', 'Yup', 'experience', 'even', 'better', '🏆', 'SESSION', 'STARTED', 'AT', '9:09', 'PM', 'Hey', 'Kylie', ',', 'how', ""'s"", 'it', 'going', 'tonight', '?', 'Welcome', 'back', 'to', 'Yup', '!']",9,321257
"['Alright', ',', 'multiplication', 'and', 'polynomials', '!', 'Have', 'you', 'made', 'any', 'progress', 'yet', '?']",20,321257
"['Ok', ',', 'can', 'I', 'see', '?']",59,321257
"['I', ""'m"", 'Mr.', 'Candaza', ',', 'your', 'tutor', 'for', 'today', '!', 'How', 'may', 'I', 'help', 'you', 'with', 'this', 'problem', '?', ':)']",42,321287
"['Okay', ',', 'can', 'you', 'specify', 'in', 'this', 'problem', 'where', 'you', 'got', 'stuck', '?']",52,321287
"['Okay', 'sure', '!', 'As', 'you', 'can', 'see', ',', 'this', 'is', 'a', 'graph', 'of', 'a', 'sine', 'function', '.', 'Do', 'you', 'know', 'what', 'a', 'sine', 'function', 'is', '?']",51,321287
"['This', 'is', 'a', 'really', 'cool', 'problem', '!', 'I', 'am', 'excited', 'for', 'us', 'to', 'work', 'on', 'it', 'together', '.', 'Are', 'you', 'ready', '?']",8,321403
"['Great', '!', 'Can', 'you', 'tell', 'me', 'how', 'far', 'you', 'have', 'gotten', 'on', 'this', 'question', '?']",29,321403
"['Let', 'me', 'check', 'it', '.', 'You', 'are', 'on', 'the', 'right', 'track', '!', 'Can', 'you', 'check', 'it', 'once', '?', 'You', 'are', 'almost', 'there', '!', 'You', 'made', 'one', 'slight', 'mistake', '.', '<url>', 'Did', 'you', 'see', 'it', 'now', '?']",75,321403
"['Ib', 'which', 'problem', 'do', 'you', 'need', 'help', 'with', '?', 'In', '*']",13,321478
"['Ok', '!', 'How', 'much', 'progress', 'you', 'made', 'for', 'this', 'one', '?', ':)']",5,321478
"['No', 'problem', '!', 'This', 'looks', 'like', 'an', 'interesting', 'problem', '.', 'Are', 'you', 'ready', 'to', 'start', '?']",26,321478
"['Have', 'you', 'started', 'on', 'the', 'problem', 'at', 'all', '?', '📷', 'your', 'work', 'and', 'share', 'with', 'your', 'tutor', '.', 'There', '’s', 'no', 'such', 'thing', 'as', 'sharing', 'too', 'little', 'work', '😊', 'SESSION', 'STARTED', 'AT', '4:28', 'PM', 'Hi', 'Ahmad', 'I', 'have', 'gone', 'over', 'your', 'problem-', 'it', 'is', 'definitely', 'a', 'tricky', 'one', '!', 'We', 'are', 'going', 'to', 'work', 'together', 'to', 'solve', 'it', ':)', 'Have', 'you', 'made', 'any', 'progress', 'or', 'do', 'know', 'how', 'to', 'start', 'this', 'problem', '?']",8,321830
"['ok', ',', 'no', 'problem', ',', 'we', 'can', 'do', 'it', 'together', 'Have', 'you', 'talked', 'about', 'improper', 'integrals', 'in', 'class', '?']",19,321830
"['ok', ',', 'so', 'you', 'do', 'know', 'how', 'to', 'convert', 'this', 'into', 'a', 'limit', 'problem', 'you', 'are', 'just', 'confused', 'with', 'the', 'integration', ',', 'is', 'that', 'correct', '?']",8,321830
"['This', 'is', 'an', 'interesting', 'problem', '!', 'In', 'no', 'time', ',', 'you', ""'ll"", 'be', 'able', 'to', 'solve', 'problems', 'like', 'these', 'all', 'by', 'yourself', '.', 'Are', 'you', 'ready', '?']",11,321940
"['Awesome', '!', 'First', ',', 'have', 'you', 'attempted', 'to', 'solve', 'this', 'problem', 'on', 'your', 'own', 'yet', '?']",6,321940
"['Do', 'you', 'think', 'you', 'know', 'how', 'to', 'begin', 'this', 'problem', '?']",20,321940
"['Which', 'question', 'would', 'you', 'like', 'to', 'get', 'started', 'on', '?']",31,321960
"['Let', ""'s"", 'check', '#', '6', '.', 'You', 'have', '-5x', '=', '10', 'and', 'you', 'divided', 'both', 'sides', 'by', '-5', 'which', 'is', 'correct', '.', 'However', '10', 'divided', 'by', '-5', 'should', 'be', 'what', '?']",5,321960
"['Yes', '!', 'Great', 'work', '!', 'Any', 'questions', 'on', 'what', 'we', 'covered', '?']",8,321960
"['How', 'far', 'have', 'you', 'progressed', 'in', 'solving', 'it', '?']",9,322004
"['So', ',', 'we', 'need', 'to', 'solve', 'f(x)=5x^2', '-', '8', 'for', 'x.', 'Can', 'you', 'do', 'that', '?', ':)']",30,322004
"['Treat', 'f(x', ')', 'like', 'a', 'number', '.', 'So', ',', 'the', 'first', 'step', 'is', '5x^2=f(x)+8', '.', 'We', 'need', 'to', 'isolate', 'x.', 'Is', 'it', 'clear', '?', ':)']",57,322004
"['The', 'tutor', 'will', 'spend', 'a', 'minute', 'reviewing', 'your', 'problem', 'so', 'when', 'the', 'session', 'begins', ',', 'you', 'can', 'start', 'solving', 'right', 'away', '!', 'Tutors', 'care', 'just', 'as', 'much', 'about', 'learning', 'as', 'finding', 'the', 'answer', 'so', 'be', 'sure', 'to', 'participate', ',', 'and', 'ask', 'questions', 'if', 'you', 'are', 'n’t', 'following', 'along', '✅', 'SESSION', 'STARTED', 'AT', '8:21', 'PM', 'Hi', 'Lizzy', '!', 'Welcome', 'back', 'to', 'Yup', '!', ':)', '', 'I', '’m', 'Mr.', 'Kushwaha', 'and', 'I', '’ll', 'be', 'your', 'tutor', 'for', 'this', 'session', '.', 'How', 'can', 'I', 'help', 'you', 'today', 'with', 'your', 'math', 'problems', '?', 'Sorry', 'I', 'just', 'got', 'the', 'image', '.']",31,322066
"['I', 'ca', ""n't"", 'see', 'the', 'point', 'M', 'in', 'the', 'figure', '.', 'Can', 'you', 'please', 'send', 'a', 'complete', 'image', 'of', 'the', 'figure', '?', ':)']",6,322066
"['Thanks', '!', 'Just', 'a', 'moment', 'more', '.', 'Why', 'do', 'you', 'think', 'that', 'KL', 'is', 'begger', 'than', 'LM', '?', '*', 'bigger', 'You', 'wrote', 'that', 'in', 'the', 'work', ',', 'right', '?', ':)']",26,322066
"['Do', 'you', 'have', 'any', 'questions', 'on', 'anything', 'we', 'have', 'covered', '?']",11,322176
"['Awesome', '!', '!', '', ':)', 'Is', 'there', 'anything', 'else', 'I', 'can', 'help', 'you', 'with', 'today', '?']",24,322176
"['Woohoo', '!', 'You', 'are', 'right', ':)', 'Great', 'job', '!', 'Is', 'there', 'anything', 'else', 'you', 'would', 'like', 'to', 'work', 'on', '?']",78,322176
"['What', 'do', 'you', 'meant', 'by', 'r', 'in', 'this', 'question', '?']",23,322391
"['Are', 'you', 'learning', 'statistics', '?']",35,322391
"['Unfortunately', ',', 'this', 'is', 'topic', 'is', 'not', 'covered', 'by', 'Yup', 'and', 'is', 'beyond', 'my', 'expertise', '!', '', 'I', 'apologize', 'for', 'the', 'inconvenience', '.', '', 'Is', 'there', 'anything', 'else', 'math', 'I', 'can', 'help', 'you', 'with', '?']",16,322391
"['Okay', 'No', 'problem', ';', 'we', 'will', 'do', 'it', 'together', '.', 'What', 'do', 'you', 'think', 'we', 'could', 'try', 'as', 'our', 'first', 'step', '?']",110,322452
"['Let', ""'s"", 'draw', 'the', 'sketch', 'first', '.', 'Right', '?']",8,322452
"['Could', 'you', 'try', 'to', 'draw', 'this', 'region', 'on', 'x', '-', 'y', 'plane', '?']",16,322452
"['Please', 'give', 'me', 'a', 'moment', 'to', 'review', 'your', 'problem', '.', 'Great', '!', 'Can', 'you', 'tell', 'me', 'how', 'far', 'you', 'have', 'gotten', 'on', 'this', 'question', '?']",48,322518
"['Here', 'we', 'have', 'to', 'find', 'the', 'range', 'of', '12sec(theta', ')', 'right', '?']",36,322518
"['Not', 'quite', ',', 'good', 'try', 'though', '.', 'HEADS', 'UP', '!', 'OUT', 'OF', 'MINUTES', 'IN', '5', 'MINS', '.', 'Do', 'you', 'have', 'any', 'idea', 'on', 'what', 'would', 'be', 'the', 'range', 'of', 'sec(theta', ')', 'function', '?']",18,322518
"['Hi', '', 'Aziz', ',', 'welcome', 'to', 'Yup', '!', 'I', ""'m"", 'Mr', 'Sharma', 'and', 'I', ""'ll"", 'be', 'helping', '', 'you', 'out', '.', 'How', 'are', 'you', 'doing', 'today', '?']",19,322840
"['Is', 'that', 'a', 'college', 'problem', '?']",31,322840
"['Unfortunately', ',', 'your', 'problem', 'exceeds', 'the', 'math', 'level', 'we', 'currently', 'support', '.', 'Is', 'there', 'something', 'else', 'I', 'can', 'help', 'you', 'with', '?']",43,322840
"['TUTOR', 'FOUND', ',', 'NOW', 'REVIEWING', 'PROBLEM', 'AT', 'NO', 'CHARGE', 'Thanks', 'for', 'signing', 'up', 'Gianna', '😀', '.', 'I', ""'m"", 'finding', 'you', 'a', 'tutor', 'now', '.', 'I', '’m', 'here', 'to', 'help', 'you', 'prepare', 'for', 'your', 'tutoring', 'session', '.', 'You', 'can', 'talk', 'to', 'me', 'by', 'tapping', 'the', 'orange', 'button', 'that', 'appears', 'at', 'the', 'bottom', '👇', 'SESSION', 'STARTED', 'AT', '5:20', 'PM', 'Hey', 'Gianna', ',', 'how', ""'s"", 'it', 'going', 'today', '?', 'Welcome', 'to', 'Yup', '!']",44,322906
"['Have', 'you', 'made', 'any', 'progress', 'on', 'the', 'problem', 'yet', '?']",55,322906
"['Yeah', ',', 'that', ""'s"", 'exactly', 'correct', '!', 'When', 'you', 'do', 'that', ',', 'what', 'do', 'you', 'get', 'for', 'your', 'answer', '?']",28,322906
"['I', 'have', 'gone', 'over', 'your', 'problem-', 'it', 'is', 'definitely', 'a', 'tricky', 'one', '!', 'We', 'are', 'going', 'to', 'work', 'together', 'to', 'solve', 'it', ':)', 'How', 'far', 'have', 'you', 'progressed', 'in', 'it', '?']",33,323241
"['Are', 'you', 'familiar', 'with', 'box', 'plots', 'and', 'how', 'to', 'read', 'them', '?']",40,323241
"['Cool', '!', 'Could', 'you', 'brief', 'about', 'what', 'you', 'know', ',', 'or', 'what', 'you', 'can', 'decipher', 'from', 'the', 'given', 'plot', '?']",159,323241
"['What', 'can', 'I', 'help', 'you', 'with', '?', ':)']",21,323448
"['Have', 'you', 'tackled', 'that', 'lesson', 'in', 'class', '?', ':)', 'Or', 'do', 'you', 'remember', 'a', 'formula', 'that', 'was', 'given', 'to', 'you', '?']",40,323448
"['Do', ""n't"", 'worry', 'because', 'I', 'am', 'here', 'to', 'guide', 'you', '.', ':)', 'Take', 'note', 'of', 'this', ':', 'The', 'number', 'of', 'sides', 'of', 'a', 'polygon', 'can', 'be', 'determined', 'using', 'the', 'equation', ':', '180(n-2', ')', '=', '1080', '.', 'What', 'I', 'meant', 'was', ':', '180(n-2', ')', '=', 'Sum', 'of', 'Interior', 'Angles', '.', 'Is', 'that', 'clear', '?']",11,323448
"['Can', 'you', 'tell', 'me', ',', 'how', 'is', 'r', 'connected', 'to', 'r1', '?']",19,323461
"['WHat', 'does', 'it', 'say', 'about', 'radii', '?']",15,323461
"['Very', 'good', '!', 'So', ',', 'new', 'radius', 'is', 'half', 'of', 'the', 'original', 'radius', '.', 'Can', 'you', 'put', 'it', 'as', 'a', 'formula', 'using', 'r', 'and', 'r1', '?', 'r', '-', 'original', 'radius', ',', 'r1', '-', 'new', 'radius']",53,323461
"['No', 'problem', '!', ':', 'How', 'much', 'progress', 'you', 'have', 'made', 'for', 'this', 'one', '?', ':)']",26,323487
"['No', 'problem', '!', ':)', 'This', 'is', 'a', 'really', 'cool', 'problem', '!', 'I', 'am', 'excited', 'for', 'us', 'to', 'work', 'on', 'it', 'together', '.', 'Are', 'you', 'ready', '?']",5,323487
"['How', 'did', 'you', 'get', 'letter', 'B', '?', ':)']",34,323487
"['Would', 'you', 'like', 'some', 'help', 'with', 'your', 'problem', '?']",17,323528
"['Alright', 'so', 'have', 'you', 'ever', 'done', 'any', 'addition', 'before', '?']",14,323528
"['That', 'is', 'okay', '!', 'Have', 'you', 'been', 'able', 'to', 'count', 'on', 'your', 'fingers', 'before', '?']",23,323528
"['Hello', 'again', '!', 'HEADS', 'UP', '!', 'OUT', 'OF', 'MINUTES', 'IN', '5', 'MINS', '.', 'No', 'worries', '!', 'So', ',', 'where', 'were', 'we', '?']",10,324207
"['So', ',', 'how', 'many', 'electrons', 'do', 'you', 'think', 'we', 'have', 'to', 'add', 'to', 'the', 'left', 'side', '?']",27,324207
"['What', 'do', 'you', 'mean', '?', '', 'What', 'is', 'the', 'total', 'charge', 'on', 'the', 'right', 'side', '?']",8,324207
"['Have', 'you', 'had', 'a', 'chance', 'to', 'draw', 'the', 'graph', '?']",9,324278
"['Okay', '.', 'Excellent', '.', 'So', 'are', 'we', 'on', '#', '3', '?']",33,324278
"['The', 'instructions', 'asked', 'us', 'to', 'set', 'it', 'at', '-300', 'to', '100', 'Are', 'you', 'there', '?']",7,324278
"['Can', 'you', ',', 'please', ',', 'tell', 'me', 'what', 'exactly', 'does', 'your', 'teacher', 'mean', 'by', 'word', 'equations', '?', 'Is', 'it', 'in', 'the', 'form', 'like', 'you', 'did', 'on', 'problem', '1', '?']",79,324408
"['What', 'exactly', 'is', 'required', 'for', 'a', 'word', 'equation', 'It', 'looks', 'like', ',', 'what', 'you', 'did', 'is', 'right', 'And', 'yes', ',', 'you', 'are', 'suppoed', 'to', 'add', '(', 'aq', ')', ',', '(', 's', ')', 'etc', 'So', ',', 'what', 'exactly', 'bothers', 'you', 'for', 'problem', '2', '?']",22,324408
"['Well', ',', 'can', 'you', 'give', 'it', 'a', 'try', '?']",12,324408
"['How', 'are', 'you', 'doing', 'today', '?']",11,324696
"['Great', '!', 'Is', 'it', 'linear', 'programming', '?']",5,324696
"['Unfortunately', ',', 'your', 'problem', 'exceeds', 'the', 'math', 'level', 'we', 'currently', 'support', '.', 'Is', 'there', 'something', 'else', 'I', 'can', 'help', 'you', 'with', '?']",44,324696
"['Have', 'you', 'gotten', 'started', 'on', 'this', 'problem', '?']",1,324875
"['You', 'are', 'on', 'the', 'right', 'track', '.', 'Where', 'do', 'you', 'think', 'you', 'go', 'from', 'here', '?']",32,324875
"['You', 'got', 'it', '!', 'What', 'will', 'that', 'give', 'you', '?']",3,324875
"['Have', 'you', 'started', 'working', 'on', 'your', 'problem', '?', 'Take', 'a', '', '📷', 'of', 'any', 'work', 'you', '’ve', 'done', 'so', 'the', 'tutor', 'can', 'review', 'it', 'to', 'better', 'help', 'you', '!', 'SESSION', 'STARTED', 'AT', '12:41', 'PM', 'Hello', ',', 'Ernie', '!', 'How', 'are', 'you', '?']",5,324995
"['How', 'can', 'I', 'help', '?']",14,324995
"['Is', 'this', 'your', 'question', '?']",6,324995
"['Great!May', 'I', 'know', 'your', 'progress', 'with', 'this', 'one', '?']",42,325215
"['Okay', 'may', 'I', 'see', '?']",53,325215
"['Okay', 'do', 'you', 'have', 'an', 'idea', 'on', 'how', 'to', 'solve', 'this', '?']",10,325215
"['Did', 'you', 'start', 'on', 'the', 'problem', '?', '📷', 'your', 'work', 'so', 'I', 'can', 'send', 'it', 'to', 'the', 'tutor', '.', 'Sending', 'even', 'the', 'tiniest', 'bit', 'of', 'progress', 'will', 'help', 'you', 'reach', 'a', 'solution', 'faster', '💪', 'TUTOR', 'FOUND', ',', 'NOW', 'REVIEWING', 'PROBLEM', 'AT', 'NO', 'CHARGE', 'SESSION', 'STARTED', 'AT', '2:11', 'PM', 'Hi', ',', 'Welcome', 'to', 'Yup', '!', '', 'I', 'am', 'Mrs.', 'Thomas', 'and', 'I', 'will', 'be', 'your', 'tutor', 'today', '.', '', 'I', ""'m"", 'looking', 'forward', 'to', 'work', 'with', 'you', '!', 'How', 'are', 'you', '?']",9,325402
"['I', 'am', 'good', ',', 'thankyou', '.', 'Thanks', 'for', 'uploading', 'the', 'whole', 'question', '.', 'What', 'have', 'you', 'done', 'so', 'far', '?']",27,325402
"['<url>', 'Do', 'you', 'know', 'all', 'the', 'integral', 'rules', '?']",6,325402
"['Hello', ',', 'Rana', '!', 'Do', 'you', 'mind', 'resending', 'your', 'picture', 'vertically', '?']",31,325644
"['Thank', 'you', '!', 'So', 'how', 'much', 'have', 'you', 'done', 'so', 'far', 'on', 'this', 'problem', '?']",6,325644
"['How', 'much', 'have', 'you', 'done', 'so', 'far', '?']",22,325644
"['Welcome', 'Michael', ',', 'I', ""'m"", 'finding', 'you', 'a', 'tutor', 'ASAP', '.', 'The', 'tutor', 'will', 'look', 'over', 'your', 'problem', 'quickly', 'and', 'then', 'you', 'can', 'get', 'going', '.', '🚀', 'SESSION', 'STARTED', 'AT', '11:41', 'AM', 'Hello', 'Michael', '!', 'Welcome', 'to', 'Yup', '!', 'I', 'have', 'reviewed', 'your', 'problem', '.', 'Are', 'you', 'ready', 'to', 'begin', '?']",7,325786
"['Okay', ',', 'not', 'a', 'problem', '!', 'Let', '’s', 'get', 'to', 'it', 'then', '.', 'Do', 'you', 'have', 'any', 'thoughts', 'on', 'what', 'we', 'could', 'try', 'first', '?']",8,325786
"['Yes', 'exactly', '!', 'There', 'you', 'go', '!', 'Could', 'you', 'give', 'a', 'try', 'now', '?']",30,325786
"['Welcome', 'Beth', 'N', ',', 'I', ""'m"", 'finding', 'you', 'a', 'tutor', 'ASAP', '.', 'The', 'tutor', 'will', 'look', 'over', 'your', 'problem', 'quickly', 'and', 'then', 'you', 'can', 'get', 'going', '.', '🚀', 'TUTOR', 'FOUND', ',', 'NOW', 'REVIEWING', 'PROBLEM', 'AT', 'NO', 'CHARGE', 'SESSION', 'STARTED', 'AT', '2:37', 'PM', 'My', 'name', 'is', 'Mr.', 'Castro', 'and', 'I', 'will', 'be', 'your', 'tutor', 'for', 'this', 'session', '.', 'How', 'are', 'you', 'today', '?']",19,325896
"['Okay', ',', 'can', 'I', 'ask', 'if', 'you', 'have', 'done', 'any', 'work', 'for', 'this', 'problem', '?']",13,325896
"['Can', 'I', 'see', 'what', 'you', 'have', 'so', 'far', '?']",18,325896
"['Can', 'you', 'show', 'me', 'what', 'you', 'have', 'tried', 'with', 'this', 'problem', '?']",13,326190
"['Think', 'about', 'this', ':', 'are', 'the', 'y', '-', 'values', 'greater', 'going', 'upwards', 'or', 'downwards', '?']",13,326190
"['That', ""'s"", 'right', '!', '!', 'If', 'the', 'inequality', 'is', '""', 'y', 'less', 'than', '""', 'hen', 'we', 'shade', 'below', 'the', 'line', '.', 'And', 'if', 'it', 'is', 'y', 'greater', 'than', 'we', 'shade', 'above', 'the', 'line', '.', 'Makes', 'sense', '?']",30,326190
"['Hi', '!', 'My', 'name', 'is', 'Mr.', 'Turkson', 'and', 'I', 'will', 'be', 'your', 'tutor', 'for', 'this', 'session', '.', 'How', 'are', 'you', '?']",6,326196
"['What', 'question', 'would', 'like', 'us', 'to', 'solve', 'first', '?']",18,326196
"['This', 'looks', 'like', 'an', 'interesting', 'problem', '.', 'Let', ""'s"", 'work', 'together', 'to', 'solve', 'it', 'quickly', ':)', 'Are', 'you', 'ready', 'to', 'begin', 'now', '?']",9,326196
"['It', '’s', 'all', 'good', ',', 'your', 'tutor', 'can', 'start', 'at', 'the', 'beginning', '😄', 'SESSION', 'STARTED', 'AT', '9:12', 'PM', 'Hi', '!', 'My', 'name', 'is', 'Mr.', 'Alexander', 'and', 'I', 'will', 'be', 'your', 'tutor', 'for', 'this', 'session', '.', 'How', 'are', 'you', '?']",55,326357
"['Is', 'this', 'hypothesis', 'testing', '?']",6,326357
"['Unfortunately', ',', 'I', 'am', 'unable', 'to', 'help', 'you', 'with', 'this', 'problem', 'as', 'it', 'is', 'outside', 'of', 'my', 'area', 'of', 'expertise', '.', '', 'If', 'you', '’d', 'like', 'to', 'ask', 'another', 'tutor', ',', 'please', 'end', 'the', 'session', 'and', 'submit', 'a', 'new', 'request', '.', 'Otherwise', ',', 'is', 'there', 'something', 'else', 'I', 'can', 'help', 'you', 'with', '?']",15,326357
"['My', 'name', 'is', 'Ms.', 'Kothari', 'and', 'I', 'will', 'be', 'your', 'tutor', 'for', 'this', 'session', '.', 'How', 'are', 'you', '?']",7,326492
"['I', 'have', 'reviewed', 'your', 'problem', '.', 'We', 'will', 'find', 'the', 'answer', 'together', 'in', 'no', 'time', '!', 'Are', 'you', 'ready', 'to', 'begin', 'now', '?']",10,326492
"['That', 'is', 'an', 'inequality', 'that', 'you', 'are', 'supposed', 'to', 'solve', ',', 'right', '?']",6,326492
"['Kylie', ',', 'it', '’s', 'good', 'to', 'see', 'you', '.', 'Welcome', 'Kylie', ',', 'I', ""'m"", 'finding', 'you', 'a', 'tutor', 'ASAP', '.', 'TUTOR', 'FOUND', ',', 'NOW', 'REVIEWING', 'PROBLEM', 'AT', 'NO', 'CHARGE', 'SESSION', 'STARTED', 'AT', '9:53', 'AM', 'Hi', 'Kylie', '!', 'My', 'name', 'is', 'Mr.', 'Kumar', 'and', 'I', 'will', 'be', 'your', 'tutor', 'for', 'this', 'session', '.', 'How', 'are', 'you', '?']",12,326512
"['Not', 'a', 'problem', '!', 'Do', 'you', 'have', 'any', 'ideas', 'about', 'your', 'question', '?']",13,326512
"['I', 'do', ""n't"", 'understand', 'this', '.', 'What', 'are', 'you', 'trying', 'to', 'say', '?']",15,326512
"['SESSION', 'STARTED', 'AT', '3:14', 'PM', 'Hey', 'Britney', '!', '', 'Welcome', 'to', 'Yup', '!', 'HEADS', 'UP', '!', 'OUT', 'OF', 'MINUTES', 'IN', '5', 'MINS', '.', 'How', 'are', 'we', 'doing', 'this', 'afternoon', '?']",5,326527
"['Awesome', '!', '', 'So', 'do', 'we', 'have', 'to', 'solve', 'for', '', 'here', '?']",11,326527
"['Sounds', 'good', '.', '', 'Do', 'you', 'have', 'any', 'initial', 'thoughts', 'or', 'work', 'for', 'this', 'question', '?']",7,326527
"['Sounds', 'good', '!', 'Using', '0=4.16x-31.74', ',', 'can', 'we', 'find', 'our', 'x', 'intercept', '?']",3,326535
"['Not', 'quite', '.', 'You', 'did', 'it', 'again', ',', 'where', 'you', 'plugged', 'in', '0', 'for', 'x.', 'What', 'is', 'the', 'x', 'intercept', 'mean', '?', 'Which', 'value', 'is', '0', ',', 'x', 'or', 'y', '?']",42,326535
"['Are', 'you', 'sure', '?', 'The', 'x', 'intercept', 'is', 'when', 'our', 'line', 'intersects', 'the', 'x', '-', 'axis', ',', 'so', 'is', 'that', 'always', '0', '?']",19,326535
"['SESSION', 'STARTED', 'AT', '11:07', 'AM', 'Hi', '!', 'My', 'name', 'is', 'Mr.', 'Nardo', 'and', 'I', 'will', 'be', 'your', 'tutor', 'for', 'this', 'session', '.', 'How', 'are', 'you', '?']",16,326562
"['Awesome', '.', '', ':)', '', 'Are', 'you', 'currently', 'taking', 'a', 'quiz', '?']",6,326562
"['Okay', '.', '', 'Can', 'you', 'tell', 'me', 'what', 'you', ""'ve"", 'tried', 'so', 'far', 'on', 'this', 'problem', '?']",32,326562
"['Welcome', 'to', 'Yup', '!', 'My', 'name', 'is', 'Mr.', 'Varma', 'and', 'I', 'will', 'be', 'your', 'tutor', 'for', 'this', 'session', '.', 'How', 'are', 'you', '?']",4,326936
"['Farhan', ',', 'I', 'apologize', '.', 'The', 'handwriting', 'is', 'not', 'very', 'clear', '.', '', 'Could', 'you', 'please', 'type', 'the', 'question', 'here', 'for', 'me', '?', 'May', 'I', 'know', 'the', 'subject', 'you', 'have', 'been', 'learning', '?', 'Is', 'this', 'question', 'from', 'Physics', '?']",84,326936
"['I', 'apologize', 'for', 'the', 'inconvenience', '.', 'I', 'am', 'a', 'math', 'tutor', 'and', 'this', 'subject', 'is', 'beyond', 'my', 'expertise', '.', 'I', 'request', 'you', 'to', 'take', 'help', 'on', 'this', 'question', 'from', 'a', 'physics', 'tutor', '.', 'Is', 'there', 'anything', 'in', 'math', 'that', 'you', 'need', 'help', 'with', '?']",2,326936
"['Hi', 'Matt', '!', 'My', 'name', 'is', 'Mr.', 'Welch', 'and', 'I', 'will', 'be', 'your', 'tutor', 'for', 'this', 'session', '.', 'How', 'are', 'you', '?']",4,327087
